INSTRUMENT_ID	TYPE	TRADING_PRICE_30_DAY	TRADING_PRICE_30_DAY_DATETIME	MAST_DEBT_NUM
201	Revolver	0	0	49470
202	Senior Unsecured Bonds	0	0	773834
203	Senior Secured Bonds	0	0	879214
204	Revolver	91.07	2004-02-02 00:00:00	618408
205	Revolver	0	0	270207
206	Term Loan	67.31	2002-03-10 00:00:00	440088
207	Senior Unsecured Bonds	0	0	496432
208	Revolver	66.59	2008-04-01 00:00:00	710378
209	Senior Secured Bonds	0	0	802900
210	Senior Secured Bonds	32.68	2003-10-25 00:00:00	451089
211	Senior Unsecured Bonds	1.33	2013-07-24 00:00:00	348058
212	Revolver	0	0	547658
213	Senior Unsecured Bonds	31.67	2020-07-02 00:00:00	801554
214	Senior Secured Bonds	0	0	448385
215	Senior Secured Bonds	6	1999-06-28 00:00:00	776717
216	Senior Secured Bonds	0	0	136928
217	Revolver	0	0	40592
218	Senior Unsecured Bonds	48.56	1999-11-16 00:00:00	681923
219	Senior Unsecured Bonds	58.65	1999-07-25 00:00:00	670634
220	Subordi0ed Bonds	5.34	1991-01-30 00:00:00	356071
221	Senior Unsecured Bonds	0	0	443688
222	Subordi0ed Bonds	0	0	526796
223	Senior Secured Bonds	0	0	259216
224	Senior Secured Bonds	0	0	570032
225	Senior Secured Bonds	0	0	5170
226	Senior Secured Bonds	22.26	1991-01-30 00:00:00	604774
227	Senior Secured Bonds	0	0	454266
228	Subordi0ed Bonds	0	0	265397
229	Senior Secured Bonds	0	0	399807
230	Revolver	0	0	572539
231	Revolver	0	0	611653
232	Senior Unsecured Bonds	0	0	231494
233	Senior Unsecured Bonds	21.57	2012-01-07 00:00:00	628439
234	Subordi0ed Bonds	0	0	694170
235	Term Loan	0	0	89504
236	Senior Unsecured Bonds	0	0	85955
237	Revolver	0	0	673997
238	Senior Unsecured Bonds	13.62	1991-01-30 00:00:00	398164
239	Senior Unsecured Bonds	65.34	1998-02-24 00:00:00	25015
240	Revolver	0	0	645320
241	Term Loan	0	0	164573
242	Senior Unsecured Bonds	0	0	71671
243	Senior Unsecured Bonds	53.39	2004-07-10 00:00:00	487969
244	Senior Unsecured Bonds	39.79	2019-08-05 00:00:00	697095
245	Subordi0ed Bonds	0	0	679377
246	Revolver	0	0	37774
247	Senior Unsecured Bonds	0	0	745500
248	Term Loan	0	0	545341
249	Term Loan	0	0	834153
250	Senior Unsecured Bonds	34.22	2020-07-02 00:00:00	735737
251	Term Loan	0	0	178984
252	Senior Subordi0ed Bonds	0	0	577730
253	Senior Secured Bonds	89.41	2004-12-15 00:00:00	435187
254	Term Loan	0	0	500984
255	Senior Unsecured Bonds	0	0	860240
256	Term Loan	0	0	494576
257	Senior Subordi0ed Bonds	0	0	452776
258	Senior Subordi0ed Bonds	1.06	2020-08-30 00:00:00	86623
259	Senior Secured Bonds	0	0	504478
260	Senior Unsecured Bonds	0	0	250138
261	Revolver	0	0	710355
262	Senior Subordi0ed Bonds	0	0	261673
263	Term Loan	82.26	2004-05-02 00:00:00	214863
264	Term Loan	56.26	2002-11-23 00:00:00	611540
265	Term Loan	0	0	508017
266	Revolver	0	0	203882
267	Senior Unsecured Bonds	0	0	142615
268	Senior Subordi0ed Bonds	0	0	712785
269	Revolver	0	0	585811
270	Senior Unsecured Bonds	0	0	128535
271	Term Loan	0	0	138544
272	Senior Unsecured Bonds	0	0	180922
273	Senior Subordi0ed Bonds	1.41	2013-07-24 00:00:00	16350
274	Senior Unsecured Bonds	0	0	805704
275	Senior Subordi0ed Bonds	0	0	565606
276	Senior Unsecured Bonds	0	0	846226
277	Revolver	96.41	2006-03-26 00:00:00	639578
278	Senior Unsecured Bonds	61.35	2004-04-18 00:00:00	747877
279	Senior Unsecured Bonds	18.71	2016-06-19 00:00:00	746265
280	Senior Unsecured Bonds	0	0	20748
281	Senior Secured Bonds	0	0	181364
282	Senior Subordi0ed Bonds	0	0	785763
283	Senior Unsecured Bonds	0	0	82239
284	Senior Unsecured Bonds	0	0	513805
285	Senior Secured Bonds	0	0	72298
286	Revolver	0	0	510956
287	Senior Secured Bonds	0	0	38936
288	Senior Unsecured Bonds	0	0	458448
289	Revolver	0	0	598431
290	Term Loan	0	0	672405
291	Senior Subordi0ed Bonds	4.66	2001-06-29 00:00:00	589127
292	Senior Unsecured Bonds	0	0	822457
293	Senior Unsecured Bonds	0	0	774069
294	Subordi0ed Bonds	1.06	2001-12-12 00:00:00	469732
295	Senior Unsecured Bonds	0	0	810933
296	Revolver	0	0	819774
297	Junior Subordi0ed Bonds	24.39	1988-04-15 00:00:00	613352
298	Senior Unsecured Bonds	0	0	334195
299	Senior Subordi0ed Bonds	0.68	1999-12-02 00:00:00	666577
300	Term Loan	33.77	2003-08-02 00:00:00	213854
301	Term Loan	25.08	2001-05-22 00:00:00	146420
302	Revolver	0	0	370314
303	Term Loan	0	0	157560
304	Senior Unsecured Bonds	0	0	143869
305	Subordi0ed Bonds	0	0	504062
306	Term Loan	0	0	711181
307	Senior Unsecured Bonds	0	0	59476
308	Senior Secured Bonds	0	0	644688
309	Term Loan	0	0	460197
310	Senior Subordi0ed Bonds	0	0	492522
311	Senior Unsecured Bonds	0	0	330917
312	Revolver	0	0	486844
313	Senior Unsecured Bonds	52.06	1995-11-13 00:00:00	827284
314	Term Loan	0	0	56823
315	Senior Subordi0ed Bonds	88.76	2006-01-18 00:00:00	58086
316	Revolver	0	0	565353
317	Subordi0ed Bonds	0	0	192023
318	Senior Unsecured Bonds	0	0	718743
319	Senior Unsecured Bonds	106.17	2007-08-18 00:00:00	274001
320	Revolver	0	0	587349
321	Senior Secured Bonds	0	0	361321
322	Senior Unsecured Bonds	0	0	461808
323	Senior Unsecured Bonds	0	0	695263
324	Junior Subordi0ed Bonds	7.23	2001-06-16 00:00:00	7458
325	Senior Unsecured Bonds	52.16	1999-04-07 00:00:00	584001
326	Senior Unsecured Bonds	0	0	469279
327	Term Loan	0	0	236514
328	Revolver	0	0	262341
329	Revolver	42.02	2009-01-21 00:00:00	632938
330	Revolver	0	0	43865
331	Senior Unsecured Bonds	64.76	2001-04-28 00:00:00	121941
332	Subordi0ed Bonds	0	0	779524
333	Subordi0ed Bonds	0	0	46643
334	Revolver	62.18	2003-08-15 00:00:00	245639
335	Senior Secured Bonds	0	0	85580
336	Revolver	0	0	526780
337	Senior Unsecured Bonds	77.22	2006-03-26 00:00:00	491504
338	Senior Secured Bonds	0	0	602343
339	Term Loan	0	0	681125
340	Term Loan	0	0	252734
341	Term Loan	96.34	2002-06-08 00:00:00	101774
342	Senior Subordi0ed Bonds	0	0	640294
343	Junior Subordi0ed Bonds	0	0	876311
344	Revolver	0	0	148487
345	Term Loan	0	0	150491
346	Revolver	0	0	38891
347	Revolver	0	0	271267
348	Senior Unsecured Bonds	25.12	2002-03-16 00:00:00	683737
349	Senior Unsecured Bonds	4.86	2020-08-06 00:00:00	323190
350	Term Loan	54.85	2002-11-19 00:00:00	778180
351	Revolver	0	0	417094
352	Senior Unsecured Bonds	0	0	813731
353	Senior Unsecured Bonds	75.87	2001-04-28 00:00:00	586512
354	Revolver	0	0	319322
355	Revolver	0	0	802607
356	Revolver	0	0	264043
357	Revolver	25.2	2001-05-22 00:00:00	749327
358	Term Loan	0	0	412151
359	Senior Subordi0ed Bonds	0	0	305448
360	Revolver	66.23	2002-03-10 00:00:00	713732
361	Subordi0ed Bonds	33.16	2001-08-21 00:00:00	449132
362	Term Loan	71.04	2002-07-21 00:00:00	591977
363	Revolver	0	0	73011
364	Senior Secured Bonds	93.28	1996-10-06 00:00:00	872571
365	Term Loan	0	0	498671
366	Senior Secured Bonds	0	0	799019
367	Term Loan	54.2	2007-04-12 00:00:00	330488
368	Senior Unsecured Bonds	5.72	2018-02-15 00:00:00	777739
369	Term Loan	0	0	423115
370	Revolver	0	0	763109
371	Revolver	0	0	168713
372	Senior Unsecured Bonds	0	0	799849
373	Term Loan	0	0	339769
374	Senior Unsecured Bonds	0	0	557500
375	Term Loan	53.72	2020-04-18 00:00:00	481358
376	Senior Unsecured Bonds	0	0	481814
377	Senior Unsecured Bonds	83.83	1991-09-21 00:00:00	455490
378	Revolver	0	0	506295
379	Senior Subordi0ed Bonds	0	0	151500
380	Term Loan	0	0	295737
381	Senior Unsecured Bonds	0	0	274825
382	Revolver	0	0	21164
383	Senior Subordi0ed Bonds	10.26	1999-06-25 00:00:00	325877
384	Revolver	0	0	38392
385	Senior Secured Bonds	21.47	2011-05-09 00:00:00	219424
386	Subordi0ed Bonds	0	0	509177
387	Senior Subordi0ed Bonds	0	0	223604
388	Subordi0ed Bonds	0	0	17288
389	Term Loan	14.83	2001-09-27 00:00:00	311466
390	Term Loan	92.14	2004-04-10 00:00:00	780418
391	Term Loan	0	0	649995
392	Revolver	0	0	229868
393	Revolver	0	0	797512
394	Revolver	0	0	37489
395	Senior Unsecured Bonds	0	0	194429
396	Senior Unsecured Bonds	0.93	2002-07-12 00:00:00	110540
397	Revolver	0	0	303317
398	Senior Unsecured Bonds	4.56	2012-01-07 00:00:00	191141
399	Term Loan	0	0	430201
400	Senior Secured Bonds	0	0	100718
401	Senior Unsecured Bonds	0	0	244203
402	Revolver	0	0	174792
403	Senior Secured Bonds	0	0	184394
404	Term Loan	90.09	2003-07-19 00:00:00	240007
405	Subordi0ed Bonds	0	0	821158
406	Senior Unsecured Bonds	0	0	479979
407	Junior Subordi0ed Bonds	0	0	658443
408	Senior Unsecured Bonds	83.79	1991-09-21 00:00:00	761075
409	Revolver	0	0	659949
410	Senior Unsecured Bonds	0	0	647444
411	Senior Secured Bonds	71.74	1996-06-02 00:00:00	847866
412	Revolver	0	0	409871
413	Senior Secured Bonds	43.22	1998-12-20 00:00:00	675879
414	Subordi0ed Bonds	0	0	175312
415	Term Loan	89.33	2005-09-22 00:00:00	68470
416	Revolver	0	0	608371
417	Senior Unsecured Bonds	0	0	79338
418	Revolver	88.56	2010-09-24 00:00:00	813124
419	Revolver	0	0	26838
420	Senior Secured Bonds	0	0	383745
421	Senior Unsecured Bonds	0	0	120263
422	Revolver	89.77	2005-11-15 00:00:00	265168
423	Senior Secured Bonds	0	0	864351
424	Revolver	0	0	121435
425	Senior Unsecured Bonds	0	0	443624
426	Subordi0ed Bonds	0	0	125311
427	Subordi0ed Bonds	14.27	1992-03-10 00:00:00	474009
428	Senior Secured Bonds	99.53	2005-10-21 00:00:00	61859
429	Senior Secured Bonds	37.37	1991-06-30 00:00:00	667988
430	Revolver	0	0	872024
431	Revolver	0	0	659439
432	Senior Unsecured Bonds	0	0	232452
433	Senior Unsecured Bonds	2.95	2001-04-29 00:00:00	805814
434	Senior Unsecured Bonds	1.4	2002-07-12 00:00:00	320747
435	Senior Subordi0ed Bonds	2.62	2001-09-21 00:00:00	260652
436	Senior Unsecured Bonds	0	0	540601
437	Senior Subordi0ed Bonds	9.13	1991-05-08 00:00:00	239071
438	Revolver	0	0	16714
439	Senior Secured Bonds	0	0	476754
440	Senior Unsecured Bonds	43.59	2019-08-05 00:00:00	789363
441	Term Loan	0	0	198443
442	Senior Subordi0ed Bonds	0	0	554420
443	Revolver	0	0	352185
444	Senior Unsecured Bonds	0	0	229444
445	Senior Unsecured Bonds	11.86	2002-08-28 00:00:00	434879
446	Senior Secured Bonds	0	0	312907
447	Senior Secured Bonds	0	0	870534
448	Senior Subordi0ed Bonds	0	0	437151
449	Subordi0ed Bonds	4.79	1990-05-03 00:00:00	131929
450	Senior Subordi0ed Bonds	42.61	1995-09-27 00:00:00	316517
451	Senior Unsecured Bonds	0	0	613187
452	Senior Secured Bonds	0	0	74714
453	Senior Unsecured Bonds	80.89	2005-10-17 00:00:00	610912
454	Revolver	68.31	2000-09-29 00:00:00	519193
455	Senior Unsecured Bonds	0	0	291743
456	Senior Subordi0ed Bonds	0	0	9895
457	Senior Unsecured Bonds	84.4	2012-10-22 00:00:00	842042
458	Senior Unsecured Bonds	0	0	349825
459	Term Loan	0	0	345023
460	Senior Unsecured Bonds	0	0	335935
461	Term Loan	0	0	586837
462	Senior Unsecured Bonds	18.74	1991-12-04 00:00:00	736431
463	Senior Unsecured Bonds	6.04	2016-06-04 00:00:00	625295
464	Revolver	0	0	58961
465	Senior Subordi0ed Bonds	0	0	683341
466	Term Loan	74.83	2001-10-27 00:00:00	308970
467	Senior Unsecured Bonds	0	0	687500
468	Senior Unsecured Bonds	0	0	518876
469	Term Loan	55.46	2002-11-12 00:00:00	263426
470	Revolver	0	0	568195
471	Senior Unsecured Bonds	63.71	2001-04-28 00:00:00	607837
472	Revolver	0	0	183635
473	Senior Subordi0ed Bonds	2.5	2009-05-18 00:00:00	825661
474	Revolver	0	0	815730
475	Junior Subordi0ed Bonds	0	0	235312
476	Senior Unsecured Bonds	62.19	2005-10-17 00:00:00	657022
477	Term Loan	0	0	237226
478	Senior Subordi0ed Bonds	9.4	1999-02-08 00:00:00	570405
479	Term Loan	0	0	299736
480	Subordi0ed Bonds	0	0	741436
481	Senior Unsecured Bonds	9.35	2001-05-31 00:00:00	708641
482	Senior Secured Bonds	0	0	132073
483	Subordi0ed Bonds	18.67	1990-04-16 00:00:00	685299
484	Revolver	0	0	483306
485	Term Loan	0	0	327477
486	Term Loan	0	0	416305
487	Revolver	65.29	2003-06-15 00:00:00	501317
488	Revolver	0	0	750288
489	Senior Unsecured Bonds	27.6	2014-10-20 00:00:00	769384
490	Senior Unsecured Bonds	0	0	78918
491	Senior Secured Bonds	0	0	758394
492	Term Loan	0	0	350699
493	Senior Unsecured Bonds	0	0	323190
494	Term Loan	0	0	433477
495	Term Loan	0	0	572857
496	Subordi0ed Bonds	10	2004-03-19 00:00:00	34026
497	Senior Secured Bonds	0	0	599939
498	Term Loan	0	0	818896
499	Revolver	68.74	2002-06-07 00:00:00	706205
500	Term Loan	0	0	693350
501	Term Loan	0	0	597857
502	Senior Secured Bonds	0	0	720813
503	Term Loan	11.66	2003-03-07 00:00:00	22650
504	Senior Unsecured Bonds	0	0	371584
505	Senior Unsecured Bonds	37.1	2002-05-30 00:00:00	141819
506	Junior Subordi0ed Bonds	0	0	830006
507	Senior Secured Bonds	0	0	508047
508	Term Loan	0	0	29217
509	Term Loan	0	0	490091
510	Senior Unsecured Bonds	56.35	2005-10-29 00:00:00	8188
511	Senior Secured Bonds	0	0	194185
512	Senior Unsecured Bonds	19.93	2006-06-27 00:00:00	856717
513	Senior Unsecured Bonds	0	0	774172
514	Senior Unsecured Bonds	0	0	862050
515	Subordi0ed Bonds	0	0	165988
516	Revolver	0	0	105716
517	Senior Unsecured Bonds	0	0	93950
518	Revolver	0	0	408805
519	Senior Unsecured Bonds	2.02	2002-04-08 00:00:00	24205
520	Revolver	0	0	108570
521	Term Loan	0	0	25455
522	Senior Secured Bonds	0	0	564924
523	Revolver	97.96	2002-06-08 00:00:00	836853
524	Revolver	0	0	182815
525	Revolver	0	0	88655
526	Subordi0ed Bonds	29.59	1992-07-09 00:00:00	423385
527	Revolver	4.14	2000-06-27 00:00:00	52384
528	Term Loan	0	0	262037
529	Senior Unsecured Bonds	0	0	621795
530	Senior Unsecured Bonds	0	0	246873
531	Senior Unsecured Bonds	0	0	693720
532	Revolver	0	0	806477
533	Revolver	0	0	830744
534	Term Loan	30.89	1999-12-02 00:00:00	339360
535	Senior Secured Bonds	62.57	2005-10-21 00:00:00	783052
536	Revolver	0	0	241363
537	Term Loan	0	0	569722
538	Senior Subordi0ed Bonds	0	0	309390
539	Revolver	0	0	100858
540	Term Loan	0	0	331777
541	Term Loan	83.48	2005-06-24 00:00:00	809574
542	Senior Secured Bonds	93.79	2001-04-28 00:00:00	154213
543	Term Loan	0	0	442157
544	Senior Unsecured Bonds	0	0	399519
545	Revolver	0	0	117566
546	Term Loan	0	0	105317
547	Senior Subordi0ed Bonds	0	0	818768
548	Senior Secured Bonds	0	0	137985
549	Senior Secured Bonds	0	0	317142
550	Subordi0ed Bonds	0	0	584394
551	Senior Subordi0ed Bonds	0	0	190940
552	Term Loan	0	0	590026
553	Term Loan	0	0	46642
554	Subordi0ed Bonds	0	0	267552
555	Senior Subordi0ed Bonds	0	0	594063
556	Senior Secured Bonds	0	0	221244
557	Senior Unsecured Bonds	0	0	704428
558	Subordi0ed Bonds	15.85	1988-08-13 00:00:00	291018
559	Senior Secured Bonds	0	0	118217
560	Revolver	0	0	311281
561	Senior Unsecured Bonds	88.93	1991-09-21 00:00:00	152464
562	Senior Unsecured Bonds	0	0	130913
563	Senior Secured Bonds	0	0	112689
564	Senior Subordi0ed Bonds	0	0	622146
565	Revolver	0	0	547013
566	Senior Unsecured Bonds	0	0	447503
567	Senior Unsecured Bonds	0	0	534119
568	Revolver	0	0	641153
569	Senior Unsecured Bonds	1.66	2001-04-15 00:00:00	384077
570	Senior Unsecured Bonds	0	0	658278
571	Senior Unsecured Bonds	0	0	682503
572	Revolver	0	0	347932
573	Senior Unsecured Bonds	0	0	774603
574	Senior Secured Bonds	71.17	2017-07-31 00:00:00	820052
575	Senior Secured Bonds	0	0	98469
576	Revolver	0	0	632943
577	Senior Unsecured Bonds	0	0	70038
578	Subordi0ed Bonds	17.67	1992-03-10 00:00:00	34432
579	Revolver	0	0	333304
580	Senior Secured Bonds	0	0	435615
581	Term Loan	0	0	370495
582	Term Loan	0	0	802648
583	Term Loan	0	0	262610
584	Revolver	0	0	239780
585	Revolver	0	0	272971
586	Revolver	0	0	424924
587	Senior Secured Bonds	69.15	2005-08-29 00:00:00	513036
588	Senior Unsecured Bonds	56.09	2005-03-12 00:00:00	587536
589	Senior Secured Bonds	49.54	2001-09-10 00:00:00	752227
590	Senior Unsecured Bonds	45.53	2003-12-27 00:00:00	278254
591	Senior Secured Bonds	96.37	2011-12-20 00:00:00	791240
592	Senior Unsecured Bonds	0	0	392660
593	Term Loan	0	0	687253
594	Term Loan	68.12	1999-10-14 00:00:00	373608
595	Term Loan	0	0	779882
596	Senior Unsecured Bonds	38.32	2004-03-14 00:00:00	816790
597	Term Loan	0	0	759473
598	Senior Unsecured Bonds	0	0	262062
599	Subordi0ed Bonds	0	0	689915
600	Term Loan	34.81	1996-10-19 00:00:00	753971
601	Senior Unsecured Bonds	0	0	448482
602	Revolver	0	0	730291
603	Senior Unsecured Bonds	0	0	672210
604	Senior Unsecured Bonds	0	0	774497
605	Junior Subordi0ed Bonds	0	0	32249
606	Senior Secured Bonds	0	0	811819
607	Term Loan	0	0	701670
608	Term Loan	0	0	716545
609	Revolver	0	0	292479
610	Term Loan	0	0	834295
611	Term Loan	0	0	473845
612	Subordi0ed Bonds	5.67	1990-01-10 00:00:00	736118
613	Senior Unsecured Bonds	0	0	162892
614	Senior Unsecured Bonds	0	0	126046
615	Senior Secured Bonds	1.38	2009-01-15 00:00:00	289632
616	Term Loan	0	0	465662
